year,match_num,match_num_t,time_1,time_2,time_3,time_4,time_5,time_6,time_7,time_8,time_9,time_10,time_11,time_12,time_13,time_14,time_15,time_16,time_17,time_18,time_19,time_20,W_L,H_A
2009,40,6746,[],[],['13'],['13'],['13'],['13'],['13'],['13'],"['13', '41']","['13', '41']","['13', '41']","['13', '41']","['13', '41']","['13', '41']","['13', '41']","['13', '41']","['13', '41']","['13', '41']","['13', '41', '89']","['13', '41', '89']",W,A
2009,41,6747,[],[],[],[],[],[],['32'],['32'],['32'],['32'],['32'],['32'],['32'],['32'],['32'],['32'],['32'],['32'],['32'],['32'],L,H
2009,41,6747,[],[],[],[],[],[],[],[],[],['45.03'],['45.03'],['45.03'],['45.03'],['45.03'],['45.03'],['45.03'],['45.03'],['45.03'],['45.03'],"['45.03', '90.04']",W,A
2009,42,6748,[],[],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],"['13', '49']","['13', '49']","['13', '49']","['13', '49']","['13', '49', '66']","['13', '49', '66', '75']","['13', '49', '66', '75']","['13', '49', '66', '75']","['13', '49', '66', '75']","['13', '49', '66', '75']",W,H
2009,42,6748,[],[],[],[],[],[],[],[],['43'],['43'],['43'],['43'],['43'],['43'],['43'],['43'],['43'],['43'],['43'],['43'],L,A
2009,43,6749,['01'],['01'],['01'],['01'],['01'],['01'],['01'],['01'],['01'],['01'],['01'],['01'],['01'],['01'],['01'],['01'],['01'],['01'],['01'],['01'],L,H
2009,43,6749,[],[],[],[],['25'],['25'],['25'],['25'],"['25', '41']","['25', '41']","['25', '41']","['25', '41']","['25', '41']","['25', '41']","['25', '41']","['25', '41']","['25', '41', '78']","['25', '41', '78']","['25', '41', '78']","['25', '41', '78']",W,A
2009,44,6750,[],[],[],[],[],[],[],[],[],[],[],['55'],['55'],['55'],['55'],['55'],['55'],['55'],['55'],['55'],W,H
2009,44,6750,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],L,A
2009,45,6751,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],L,H
2009,45,6751,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['85'],['85'],['85'],W,A
2009,46,6752,[],[],[],[],[],[],[],[],[],[],[],[],['57'],['57'],['57'],['57'],"['57', '79']","['57', '79']","['57', '79']","['57', '79']",W,H
2009,46,6752,[],[],[],[],[],[],['33'],['33'],['33'],['33'],['33'],['33'],['33'],['33'],['33'],['33'],['33'],['33'],['33'],['33'],L,A
2009,47,6753,[],[],[],[],['25'],['25'],['25'],['25'],['25'],['25'],"['25', '49']","['25', '49']","['25', '49', '59']","['25', '49', '59']","['25', '49', '59']","['25', '49', '59']","['25', '49', '59']","['25', '49', '59']","['25', '49', '59', '90']","['25', '49', '59', '90']",W,H
2009,47,6753,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],L,A
2009,48,6754,[],[],[],[],[],[],['34'],['34'],"['34', '43']","['34', '43']","['34', '43']","['34', '43']","['34', '43']","['34', '43']","['34', '43']","['34', '43']","['34', '43']","['34', '43']","['34', '43']","['34', '43']",W,H
2009,48,6754,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],L,A
2009,49,6755,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['89'],['89'],D,H
2009,49,6755,[],[],[],[],[],[],[],[],[],[],[],['53'],['53'],['53'],['53'],['53'],['53'],['53'],['53'],['53'],D,A
2009,50,6756,[],[],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],"['13', '67']","['13', '67']","['13', '67']","['13', '67']","['13', '67', '86']","['13', '67', '86']",W,H
2009,50,6756,[],[],[],[],[],[],[],['39'],['39'],['39'],['39'],['39'],['39'],['39'],['39'],['39'],['39'],['39'],['39'],['39'],L,A
2009,51,6757,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],L,H
2009,51,6757,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['75'],['75'],['75'],['75'],['75'],W,A
2009,52,6758,[],[],[],[],[],['29'],['29'],['29'],"['29', '45']","['29', '45']","['29', '45']","['29', '45']","['29', '45']","['29', '45']","['29', '45']","['29', '45']","['29', '45']","['29', '45']","['29', '45']","['29', '45']",L,H
2009,52,6758,[],[],[],['20'],['20'],['20'],['20'],['20'],"['20', '41']","['20', '41']","['20', '41']","['20', '41']","['20', '41']","['20', '41']","['20', '41']","['20', '41', '75']","['20', '41', '75']","['20', '41', '75']","['20', '41', '75']","['20', '41', '75']",W,A
2009,53,6759,[],[],[],[],[],[],['32'],['32'],['32'],['32'],['32'],['32'],"['32', '58']","['32', '58', '63']","['32', '58', '63']","['32', '58', '63']","['32', '58', '63']","['32', '58', '63']","['32', '58', '63']","['32', '58', '63']",W,H
2009,53,6759,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],L,A
2009,54,6760,[],[],[],[],['22'],['22'],['22'],['22'],['22'],['22'],['22'],"['22', '54']","['22', '54', '58']","['22', '54', '58']","['22', '54', '58']","['22', '54', '58']","['22', '54', '58']","['22', '54', '58']","['22', '54', '58']","['22', '54', '58']",W,H
2009,54,6760,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],L,A
2009,55,6761,['02'],['02'],['02'],['02'],['02'],['02'],['02'],['02'],['02'],['02'],"['02', '49']","['02', '49']","['02', '49']","['02', '49']","['02', '49']","['02', '49']","['02', '49', '80']","['02', '49', '80']","['02', '49', '80']","['02', '49', '80', '90.06']",W,H
2009,55,6761,[],[],[],['16'],['16'],['16'],['16'],['16'],['16'],['16'],['16'],"['16', '52']","['16', '52']","['16', '52']","['16', '52']","['16', '52']","['16', '52']","['16', '52']","['16', '52', '90']","['16', '52', '90']",L,A
2009,56,6762,[],[],[],['18'],['18'],['18'],['18'],['18'],['18'],['18'],"['18', '50']","['18', '50']","['18', '50']","['18', '50']","['18', '50']","['18', '50']","['18', '50']","['18', '50']","['18', '50']","['18', '50']",W,H
2009,56,6762,[],[],[],[],[],[],[],[],[],[],[],[],[],[],['66'],['66'],['66'],['66'],['66'],['66'],L,A
2009,57,6763,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['84'],['84'],['84'],L,H
2009,57,6763,[],['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],"['10', '86']","['10', '86']",W,A
2009,58,6764,[],[],[],[],['24'],['24'],['24'],['24'],['24'],['24'],['24'],['24'],['24'],['24'],['24'],['24'],['24'],['24'],"['24', '88']","['24', '88']",W,H
2009,58,6764,['03'],['03'],['03'],['03'],['03'],['03'],['03'],['03'],['03'],['03'],['03'],['03'],['03'],['03'],['03'],['03'],['03'],['03'],['03'],['03'],L,A
2009,59,6765,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],L,H
2009,59,6765,[],[],[],[],[],[],[],[],[],[],[],['52'],['52'],['52'],['52'],['52'],['52'],['52'],['52'],['52'],W,A
2009,60,6766,[],[],['12'],['12'],['12'],"['12', '28']","['12', '28']","['12', '28']","['12', '28']","['12', '28']","['12', '28', '47']","['12', '28', '47']","['12', '28', '47']","['12', '28', '47', '61']","['12', '28', '47', '61']","['12', '28', '47', '61']","['12', '28', '47', '61']","['12', '28', '47', '61']","['12', '28', '47', '61', '88']","['12', '28', '47', '61', '88', '90.01']",W,H
2009,60,6766,[],[],['15'],['15'],['15'],['15'],['15'],['15'],['15'],['15'],['15'],['15'],['15'],['15'],['15'],['15'],['15'],['15'],['15'],['15'],L,A
2009,61,6767,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],L,H
2009,61,6767,[],[],[],[],[],[],[],[],['42'],['42'],['42'],['42'],['42'],['42'],['42'],['42'],['42'],['42'],['42'],['42'],W,A
2009,62,6768,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],L,H
2009,62,6768,[],[],[],[],[],[],[],[],[],[],[],[],[],['62'],['62'],['62'],"['62', '77']","['62', '77']","['62', '77']","['62', '77']",W,A
2009,63,6769,[],[],[],['18'],['18'],['18'],"['18', '33']","['18', '33']","['18', '33']","['18', '33']","['18', '33']","['18', '33']","['18', '33']","['18', '33']","['18', '33']","['18', '33', '74']","['18', '33', '74', '77']","['18', '33', '74', '77']","['18', '33', '74', '77', '87']","['18', '33', '74', '77', '87']",W,H
2009,63,6769,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],L,A
2009,64,6770,[],[],[],['16'],['16'],['16'],['16'],['16'],['16'],['16'],['16'],"['16', '53']","['16', '53']","['16', '53']","['16', '53']","['16', '53']","['16', '53']","['16', '53']","['16', '53']","['16', '53', '90.01']",W,H
2009,64,6770,[],[],[],[],[],[],[],[],[],[],['47'],['47'],['47'],['47'],['47'],['47'],['47'],['47'],['47'],['47'],L,A
2009,65,6771,[],['08'],['08'],['08'],['08'],['08'],['08'],['08'],['08'],['08'],"['08', '48']","['08', '48']","['08', '48']","['08', '48']","['08', '48', '70']","['08', '48', '70', '73']","['08', '48', '70', '73']","['08', '48', '70', '73']","['08', '48', '70', '73']","['08', '48', '70', '73', '90.01']",W,H
2009,65,6771,[],[],[],[],[],[],[],[],[],[],['50'],"['50', '55']","['50', '55']","['50', '55']","['50', '55']","['50', '55']","['50', '55']","['50', '55']","['50', '55']","['50', '55']",L,A
2009,66,6772,['05'],['05'],['05'],['05'],['05'],['05'],"['05', '31']","['05', '31']","['05', '31']","['05', '31']","['05', '31']","['05', '31']","['05', '31']","['05', '31', '61']","['05', '31', '61']","['05', '31', '61']","['05', '31', '61']","['05', '31', '61']","['05', '31', '61']","['05', '31', '61']",W,H
2009,66,6772,[],[],[],[],['24'],['24'],['24'],['24'],['24'],['24'],['24'],['24'],['24'],['24'],['24'],['24'],['24'],['24'],['24'],['24'],L,A
2009,67,6773,['03'],['03'],['03'],['03'],['03'],['03'],['03'],['03'],['03'],['03'],['03'],['03'],['03'],['03'],"['03', '69']","['03', '69']","['03', '69']","['03', '69']","['03', '69']","['03', '69']",D,H
2009,67,6773,[],[],[],[],[],[],['34'],['34'],['34'],['34'],['34'],['34'],['34'],['34'],['34'],"['34', '73']","['34', '73']","['34', '73']","['34', '73']","['34', '73']",D,A
2009,68,6774,[],[],[],[],[],[],[],[],[],[],[],['53'],['53'],"['53', '62']","['53', '62']","['53', '62']","['53', '62']","['53', '62']","['53', '62']","['53', '62']",W,H
2009,68,6774,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['90.05'],L,A
2009,69,6775,[],[],[],[],[],[],[],[],[],[],[],[],['60'],['60'],"['60', '68']","['60', '68']","['60', '68']","['60', '68']","['60', '68']","['60', '68']",W,H
2009,69,6775,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['87'],['87'],L,A
2009,70,6776,[],[],[],[],[],[],[],[],[],[],[],['51'],['51'],['51'],['51'],['51'],['51'],['51'],['51'],"['51', '90.02']",D,H
2009,70,6776,[],['07'],['07'],['07'],['07'],['07'],['07'],['07'],['07'],['07'],['07'],['07'],"['07', '58']","['07', '58']","['07', '58']","['07', '58']","['07', '58']","['07', '58']","['07', '58']","['07', '58']",D,A
2009,71,6777,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],L,H
2009,71,6777,[],[],[],['19'],['19'],['19'],['19'],['19'],['19'],['19'],['19'],['19'],['19'],['19'],['19'],['19'],['19'],['19'],['19'],['19'],W,A
2009,72,6778,[],[],[],['17'],['17'],['17'],"['17', '33']","['17', '33', '37']","['17', '33', '37']","['17', '33', '37']","['17', '33', '37']","['17', '33', '37']","['17', '33', '37', '57']","['17', '33', '37', '57']","['17', '33', '37', '57']","['17', '33', '37', '57', '75']","['17', '33', '37', '57', '75']","['17', '33', '37', '57', '75']","['17', '33', '37', '57', '75', '89']","['17', '33', '37', '57', '75', '89']",W,H
2009,72,6778,['04'],['04'],['04'],['04'],['04'],"['04', '30']","['04', '30']","['04', '30']","['04', '30']","['04', '30']","['04', '30']","['04', '30']","['04', '30']","['04', '30']","['04', '30']","['04', '30']","['04', '30']","['04', '30']","['04', '30']","['04', '30']",L,A
2009,73,6779,[],[],[],[],[],[],[],[],[],[],[],[],['60'],['60'],['60'],['60'],['60'],['60'],['60'],"['60', '90.01']",W,H
2009,73,6779,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],L,A
2009,74,6780,[],[],[],[],[],[],[],[],[],[],[],['55'],['55'],['55'],['55'],['55'],['55'],['55'],['55'],['55'],D,H
2009,74,6780,[],[],[],[],[],[],[],[],[],[],['50'],['50'],['50'],['50'],['50'],['50'],['50'],['50'],['50'],['50'],D,A
2009,75,6781,[],[],[],['16'],['16'],['16'],['16'],['16'],['16'],['16'],['16'],['16'],['16'],['16'],['16'],['16'],['16'],['16'],['16'],"['16', '90.02']",D,H
2009,75,6781,[],[],[],[],[],[],[],[],[],[],['47'],['47'],"['47', '57']","['47', '57']","['47', '57']","['47', '57']","['47', '57']","['47', '57']","['47', '57']","['47', '57']",D,A
2009,76,6782,[],[],['15'],['15'],['15'],['15'],['15'],['15'],['15'],['15'],['15'],['15'],['15'],['15'],['15'],['15'],['15'],['15'],['15'],['15'],D,H
2009,76,6782,[],[],[],[],[],[],[],[],[],[],[],[],[],[],['67'],['67'],['67'],['67'],['67'],['67'],D,A
2009,77,6783,[],[],[],"['16', '18']","['16', '18']","['16', '18']","['16', '18']","['16', '18']","['16', '18']","['16', '18']","['16', '18']","['16', '18']","['16', '18']","['16', '18']","['16', '18']","['16', '18']","['16', '18']","['16', '18', '84']","['16', '18', '84']","['16', '18', '84']",W,H
2009,77,6783,[],[],[],[],[],[],[],['38'],['38'],['38'],['38'],['38'],['38'],['38'],['38'],['38'],['38'],['38'],['38'],['38'],L,A
2009,78,6784,[],[],[],[],[],[],['32'],['32'],['32'],['32'],['32'],"['32', '52']","['32', '52']","['32', '52']","['32', '52']","['32', '52']","['32', '52']","['32', '52']","['32', '52']","['32', '52']",W,H
2009,78,6784,[],[],['15'],['15'],['15'],['15'],['15'],['15'],['15'],['15'],['15'],['15'],['15'],['15'],['15'],['15'],['15'],['15'],['15'],['15'],L,A
2009,79,6785,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['88'],['88'],D,H
2009,79,6785,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['76'],['76'],['76'],['76'],D,A
2009,80,6786,['05'],['05'],['05'],['05'],['05'],['05'],"['05', '33']","['05', '33']","['05', '33']","['05', '33']","['05', '33']","['05', '33']","['05', '33']","['05', '33']","['05', '33']","['05', '33']","['05', '33']","['05', '33']","['05', '33']","['05', '33']",W,H
2009,80,6786,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['75'],['75'],['75'],['75'],['75'],L,A
2009,81,6787,[],[],[],[],[],[],[],[],[],[],[],[],['59'],['59'],['59'],['59'],['59'],['59'],['59'],['59'],L,H
2009,81,6787,[],[],[],[],[],['29'],['29'],['29'],"['29', '45']","['29', '45']","['29', '45']","['29', '45']","['29', '45']","['29', '45']","['29', '45']","['29', '45']","['29', '45']","['29', '45']","['29', '45']","['29', '45']",W,A
2009,82,6788,[],[],['11'],['11'],['11'],['11'],['11'],['11'],['11'],['11'],['11'],['11'],['11'],['11'],"['11', '69']","['11', '69']","['11', '69']","['11', '69']","['11', '69']","['11', '69']",W,H
2009,82,6788,[],[],[],[],[],[],['34'],['34'],['34'],['34'],['34'],['34'],['34'],['34'],['34'],['34'],['34'],['34'],['34'],['34'],L,A
2009,83,6789,['05'],['05'],['05'],['05'],['05'],['05'],['05'],['05'],['05'],['05'],['05'],['05'],['05'],['05'],['05'],['05'],['05'],['05'],['05'],['05'],W,H
2009,83,6789,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],L,A
2009,84,6790,[],['09'],['09'],['09'],"['09', '21']","['09', '21']","['09', '21']","['09', '21']","['09', '21', '43']","['09', '21', '43']","['09', '21', '43']","['09', '21', '43']","['09', '21', '43']","['09', '21', '43']","['09', '21', '43']","['09', '21', '43']","['09', '21', '43']","['09', '21', '43']","['09', '21', '43']","['09', '21', '43']",W,H
2009,84,6790,['05'],['05'],['05'],['05'],['05'],['05'],['05'],['05'],['05'],['05'],['05'],['05'],['05'],['05'],['05'],['05'],['05'],['05'],['05'],"['05', '90.02']",L,A
2009,85,6791,[],[],[],[],[],[],[],[],[],['45.01'],['45.01'],['45.01'],['45.01'],['45.01'],['45.01'],['45.01'],['45.01'],['45.01'],['45.01'],['45.01'],D,H
2009,85,6791,[],[],[],[],[],[],[],[],[],[],['47'],['47'],['47'],['47'],['47'],['47'],['47'],['47'],['47'],['47'],D,A
2009,86,6792,[],[],[],[],[],[],[],[],['43'],['43'],['43'],['43'],['43'],"['43', '64']","['43', '64']","['43', '64']","['43', '64']","['43', '64']","['43', '64']","['43', '64']",W,H
2009,86,6792,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],L,A
2009,87,6793,[],[],[],[],[],[],[],['37'],['37'],['37'],"['37', '48']","['37', '48']","['37', '48']","['37', '48']","['37', '48']","['37', '48']","['37', '48']","['37', '48']","['37', '48']","['37', '48']",W,H
2009,87,6793,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['82'],['82'],['82'],L,A
2009,88,6794,['04'],['04'],['04'],['04'],['04'],['04'],['04'],['04'],['04'],['04'],['04'],['04'],['04'],['04'],['04'],['04'],['04'],['04'],['04'],['04'],L,H
2009,88,6794,[],[],['11'],['11'],['11'],['11'],['11'],['11'],['11'],['11'],['11'],"['11', '51']","['11', '51']","['11', '51']","['11', '51']","['11', '51']","['11', '51', '76']","['11', '51', '76']","['11', '51', '76']","['11', '51', '76']",W,A
2009,89,6795,[],[],[],['20'],['20'],['20'],['20'],['20'],['20'],['20'],"['20', '48']","['20', '48', '52']","['20', '48', '52', '59']","['20', '48', '52', '59', '64']","['20', '48', '52', '59', '64']","['20', '48', '52', '59', '64']","['20', '48', '52', '59', '64']","['20', '48', '52', '59', '64']","['20', '48', '52', '59', '64']","['20', '48', '52', '59', '64']",W,H
2009,89,6795,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],L,A
2009,90,6796,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],D,H
2009,90,6796,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],D,A
2009,91,6797,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],L,H
2009,91,6797,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['86'],['86'],W,A
2009,92,6798,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['83'],['83'],['83'],D,H
2009,92,6798,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['79'],['79'],['79'],['79'],D,A
2009,93,6799,[],[],[],['16'],['16'],"['16', '27']","['16', '27']","['16', '27']","['16', '27']","['16', '27']","['16', '27']","['16', '27']","['16', '27']","['16', '27']","['16', '27']","['16', '27']","['16', '27']","['16', '27']","['16', '27', '86']","['16', '27', '86']",W,H
2009,93,6799,[],[],[],[],[],[],['32'],['32'],['32'],['32'],['32'],"['32', '55']","['32', '55']","['32', '55']","['32', '55']","['32', '55']","['32', '55']","['32', '55']","['32', '55']","['32', '55']",L,A
2009,94,6800,[],[],[],[],[],[],[],[],[],[],[],[],[],['65'],['65'],['65'],['65'],['65'],['65'],"['65', '90.06']",W,H
2009,94,6800,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],L,A
2009,95,6801,[],[],[],[],[],[],[],[],[],[],[],['54'],"['54', '60']","['54', '60']","['54', '60']","['54', '60']","['54', '60']","['54', '60']","['54', '60']","['54', '60']",D,H
2009,95,6801,[],[],[],[],[],[],[],[],[],[],[],[],[],['62'],"['62', '68']","['62', '68']","['62', '68']","['62', '68']","['62', '68']","['62', '68']",D,A
2009,96,6802,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['74'],"['74', '80']","['74', '80']","['74', '80']","['74', '80']",D,H
2009,96,6802,[],[],[],['16'],['16'],['16'],['16'],"['16', '37']","['16', '37']","['16', '37']","['16', '37']","['16', '37']","['16', '37']","['16', '37']","['16', '37']","['16', '37']","['16', '37']","['16', '37']","['16', '37']","['16', '37']",D,A
2009,97,6803,[],[],[],[],[],[],[],[],"['42', '43']","['42', '43']","['42', '43']","['42', '43']","['42', '43', '60']","['42', '43', '60']","['42', '43', '60']","['42', '43', '60']","['42', '43', '60']","['42', '43', '60']","['42', '43', '60']","['42', '43', '60']",W,H
2009,97,6803,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],L,A
2009,98,6804,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],L,H
2009,98,6804,[],[],[],[],[],[],[],[],[],['45.02'],['45.02'],['45.02'],['45.02'],"['45.02', '61']","['45.02', '61']","['45.02', '61']","['45.02', '61']","['45.02', '61', '82']","['45.02', '61', '82']","['45.02', '61', '82', '90.01']",W,A
2009,99,6805,[],[],[],['20'],['20'],['20'],['20'],['20'],['20'],['20'],['20'],['20'],['20'],['20'],['20'],['20'],"['20', '77']","['20', '77']","['20', '77']","['20', '77']",W,H
2009,99,6805,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],L,A
2009,100,6806,[],[],[],[],[],[],[],[],[],['45.01'],['45.01'],['45.01'],['45.01'],['45.01'],['45.01'],['45.01'],['45.01'],['45.01'],['45.01'],['45.01'],D,H
2009,100,6806,[],[],[],[],[],[],[],[],[],[],['46'],['46'],['46'],['46'],['46'],['46'],['46'],['46'],['46'],['46'],D,A
2009,101,6807,[],[],[],[],['24'],['24'],['24'],['24'],['24'],['24'],['24'],['24'],['24'],['24'],['24'],"['24', '73']","['24', '73']","['24', '73']","['24', '73', '87']","['24', '73', '87']",W,H
2009,101,6807,[],[],[],[],[],[],[],[],['42'],['42'],['42'],['42'],['42'],['42'],['42'],['42'],['42'],['42'],['42'],['42'],L,A
2009,102,6808,[],[],[],[],[],[],[],[],[],[],[],['55'],['55'],['55'],['55'],['55'],['55'],['55'],"['55', '87']","['55', '87']",W,H
2009,102,6808,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],L,A
2009,103,6809,[],[],[],[],[],[],['35'],['35'],['35'],"['35', '45.03']","['35', '45.03']","['35', '45.03']","['35', '45.03']","['35', '45.03', '65']","['35', '45.03', '65']","['35', '45.03', '65']","['35', '45.03', '65']","['35', '45.03', '65']","['35', '45.03', '65', '90']","['35', '45.03', '65', '90']",W,H
2009,103,6809,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],L,A
2009,104,6810,[],[],[],['17'],['17'],['17'],['17'],['17'],"['17', '44']","['17', '44']","['17', '44']","['17', '44']","['17', '44']","['17', '44']","['17', '44']","['17', '44']","['17', '44']","['17', '44']","['17', '44']","['17', '44']",D,H
2009,104,6810,[],[],[],[],[],[],[],[],[],[],['46'],['46'],['46'],"['46', '64']","['46', '64']","['46', '64']","['46', '64']","['46', '64']","['46', '64']","['46', '64']",D,A
2009,105,6811,[],[],[],[],[],[],[],['39'],['39'],['39'],['39'],['39'],['39'],['39'],['39'],['39'],"['39', '76']","['39', '76']","['39', '76']","['39', '76']",D,H
2009,105,6811,[],[],[],[],[],['30'],['30'],"['30', '36']","['30', '36']","['30', '36']","['30', '36']","['30', '36']","['30', '36']","['30', '36']","['30', '36']","['30', '36']","['30', '36']","['30', '36']","['30', '36']","['30', '36']",D,A
2009,106,6812,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],D,H
2009,106,6812,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],D,A
2009,107,6813,[],[],[],[],[],[],[],[],[],['45.03'],['45.03'],['45.03'],['45.03'],['45.03'],['45.03'],['45.03'],['45.03'],['45.03'],['45.03'],"['45.03', '90.04']",W,H
2009,107,6813,[],[],[],[],[],[],[],[],[],[],[],['52'],['52'],['52'],['52'],['52'],['52'],['52'],['52'],['52'],L,A
2009,108,6814,['05'],['05'],['05'],['05'],['05'],['05'],['05'],['05'],"['05', '43']","['05', '43']","['05', '43']","['05', '43', '53']","['05', '43', '53']","['05', '43', '53']","['05', '43', '53']","['05', '43', '53', '72', '75']","['05', '43', '53', '72', '75']","['05', '43', '53', '72', '75']","['05', '43', '53', '72', '75']","['05', '43', '53', '72', '75']",W,H
2009,108,6814,[],[],[],[],[],[],[],[],['44'],['44'],['44'],['44'],['44'],['44'],['44'],['44'],['44'],['44'],['44'],['44'],L,A
2009,109,6815,[],[],[],[],[],[],[],[],[],[],[],['53'],['53'],['53'],['53'],"['53', '73']","['53', '73']","['53', '73']","['53', '73', '86']","['53', '73', '86']",W,H
2009,109,6815,[],[],['15'],['15'],['15'],['15'],['15'],['15'],['15'],['15'],['15'],['15'],['15'],['15'],['15'],['15'],['15'],['15'],['15'],['15'],L,A
2009,110,6816,[],[],[],[],[],[],[],[],['43'],['43'],['43'],"['43', '55']","['43', '55', '58']","['43', '55', '58']","['43', '55', '58']","['43', '55', '58']","['43', '55', '58']","['43', '55', '58']","['43', '55', '58']","['43', '55', '58']",D,H
2009,110,6816,[],[],[],['19'],['19'],['19'],"['19', '32']","['19', '32']","['19', '32']","['19', '32']","['19', '32']","['19', '32']","['19', '32']","['19', '32']","['19', '32']","['19', '32']","['19', '32']","['19', '32']","['19', '32', '87']","['19', '32', '87']",D,A
2009,111,6817,[],[],['12'],['12'],['12'],['12'],['12'],['12'],['12'],['12'],['12'],['12'],['12'],['12'],"['12', '68']","['12', '68']","['12', '68']","['12', '68']","['12', '68']","['12', '68']",W,H
2009,111,6817,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],L,A
2009,112,6818,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['89'],['89'],L,H
2009,112,6818,[],[],[],[],[],['28'],"['28', '35']","['28', '35']","['28', '35']","['28', '35', '45.01']","['28', '35', '45.01']","['28', '35', '45.01']","['28', '35', '45.01']","['28', '35', '45.01']","['28', '35', '45.01', '66']","['28', '35', '45.01', '66']","['28', '35', '45.01', '66']","['28', '35', '45.01', '66']","['28', '35', '45.01', '66']","['28', '35', '45.01', '66']",W,A
2009,113,6819,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['76'],['76'],['76'],['76'],W,H
2009,113,6819,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],L,A
2009,114,6820,[],[],[],[],[],[],[],[],[],[],[],[],[],['62'],['62'],['62'],['62'],['62'],['62'],"['62', '90.01']",W,H
2009,114,6820,[],[],[],[],[],['29'],['29'],['29'],['29'],['29'],['29'],['29'],['29'],['29'],['29'],['29'],['29'],['29'],['29'],['29'],L,A
2009,115,6821,[],[],[],[],[],[],[],[],[],[],[],[],[],['65'],['65'],['65'],['65'],['65'],['65'],['65'],L,H
2009,115,6821,[],[],[],[],[],['27'],['27'],['27'],['27'],['27'],['27'],['27'],['27'],"['27', '64']","['27', '64']","['27', '64']","['27', '64']","['27', '64']","['27', '64']","['27', '64']",W,A
2009,116,6822,[],[],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],D,H
