year,match_num,match_num_t,time_1,time_2,time_3,time_4,time_5,time_6,time_7,time_8,time_9,time_10,time_11,time_12,time_13,time_14,time_15,time_16,time_17,time_18,time_19,time_20,W_L,H_A
1996,162,1928,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"['78', '80']","['78', '80']","['78', '80']","['78', '80']",D,H
1996,162,1928,[],[],[],[],[],[],[],[],[],[],[],['54'],['54'],['54'],['54'],"['54', '75']","['54', '75']","['54', '75']","['54', '75']","['54', '75']",D,A
1996,163,1929,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],D,H
1996,163,1929,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],D,A
1996,164,1930,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],D,H
1996,164,1930,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],D,A
1996,165,1931,['01'],['01'],['01'],['01'],['01'],"['01', '28']","['01', '28']","['01', '28']","['01', '28', '45']","['01', '28', '45']","['01', '28', '45']","['01', '28', '45']","['01', '28', '45']","['01', '28', '45']","['01', '28', '45']","['01', '28', '45']","['01', '28', '45', '77']","['01', '28', '45', '77', '85']","['01', '28', '45', '77', '85']","['01', '28', '45', '77', '85']",W,H
1996,165,1931,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['75'],['75'],['75'],['75'],['75'],L,A
1996,166,1932,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['85'],['85'],['85'],W,H
1996,166,1932,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],L,A
1996,167,1933,[],[],[],[],[],['30'],['30'],['30'],['30'],['30'],"['30', '47']","['30', '47']","['30', '47']","['30', '47']","['30', '47', '67']","['30', '47', '67']","['30', '47', '67']","['30', '47', '67']","['30', '47', '67']","['30', '47', '67']",W,H
1996,167,1933,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],L,A
1996,168,1934,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],L,H
1996,168,1934,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['86'],['86'],W,A
1996,169,1935,[],['06'],['06'],['06'],['06'],['06'],"['06', '31']","['06', '31']","['06', '31']","['06', '31']","['06', '31']","['06', '31']","['06', '31']","['06', '31']","['06', '31']","['06', '31']","['06', '31']","['06', '31']","['06', '31']","['06', '31']",W,H
1996,169,1935,[],[],[],[],[],[],[],[],[],[],[],[],[],['61'],['61'],['61'],['61'],['61'],['61'],['61'],L,A
1996,170,1936,[],['06'],['06'],['06'],['06'],"['06', '27']","['06', '27']","['06', '27']","['06', '27']","['06', '27']","['06', '27']","['06', '27', '51']","['06', '27', '51']","['06', '27', '51', '63']","['06', '27', '51', '63']","['06', '27', '51', '63']","['06', '27', '51', '63']","['06', '27', '51', '63']","['06', '27', '51', '63']","['06', '27', '51', '63']",W,H
1996,170,1936,[],[],[],[],[],[],['34'],['34'],['34'],['34'],['34'],['34'],"['34', '60']","['34', '60']","['34', '60']","['34', '60']","['34', '60']","['34', '60']","['34', '60']","['34', '60']",L,A
1996,171,1937,[],[],[],[],[],[],[],[],[],[],[],[],['57'],['57'],['57'],['57'],['57'],['57'],['57'],['57'],D,H
1996,171,1937,[],[],[],[],[],[],[],[],[],[],[],[],[],['61'],['61'],['61'],['61'],['61'],['61'],['61'],D,A
1996,172,1938,[],"['06', '10']","['06', '10']","['06', '10']","['06', '10']","['06', '10']","['06', '10', '35']","['06', '10', '35']","['06', '10', '35']","['06', '10', '35']","['06', '10', '35']","['06', '10', '35']","['06', '10', '35']","['06', '10', '35']","['06', '10', '35']","['06', '10', '35']","['06', '10', '35']","['06', '10', '35']","['06', '10', '35']","['06', '10', '35']",W,H
1996,172,1938,[],[],['11'],['11'],['11'],['11'],['11'],['11'],['11'],['11'],['11'],['11'],['11'],['11'],['11'],['11'],['11'],['11'],['11'],['11'],L,A
1996,173,1939,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],D,H
1996,173,1939,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],D,A
1996,174,1940,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],L,H
1996,174,1940,[],[],[],['17'],['17'],['17'],['17'],['17'],['17'],['17'],['17'],['17'],['17'],['17'],['17'],"['17', '72']","['17', '72']","['17', '72']","['17', '72']","['17', '72']",W,A
1996,175,1941,[],[],[],[],[],[],['35'],['35'],"['35', '43']","['35', '43']","['35', '43', '48']","['35', '43', '48']","['35', '43', '48', '59']","['35', '43', '48', '59']","['35', '43', '48', '59']","['35', '43', '48', '59']","['35', '43', '48', '59', '80']","['35', '43', '48', '59', '80']","['35', '43', '48', '59', '80']","['35', '43', '48', '59', '80']",W,H
1996,175,1941,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],L,A
1996,176,1942,[],[],[],[],[],[],[],[],[],[],[],[],[],[],['67'],['67'],['67'],['67'],"['67', '89']","['67', '89']",W,H
1996,176,1942,[],[],[],[],[],[],[],[],[],[],[],[],[],['63'],['63'],['63'],['63'],['63'],['63'],['63'],L,A
1996,177,1943,[],['09'],"['09', '13']","['09', '13']","['09', '13']","['09', '13']","['09', '13']","['09', '13']","['09', '13']","['09', '13']","['09', '13']","['09', '13']","['09', '13']","['09', '13']","['09', '13']","['09', '13']","['09', '13']","['09', '13']","['09', '13', '89']","['09', '13', '89']",W,H
1996,177,1943,[],['08'],['08'],['08'],['08'],['08'],['08'],['08'],['08'],['08'],['08'],['08'],['08'],['08'],['08'],['08'],['08'],['08'],['08'],['08'],L,A
1996,178,1944,[],[],[],[],[],['29'],['29'],['29'],['29'],['29'],['29'],['29'],['29'],['29'],['29'],['29'],['29'],['29'],['29'],['29'],D,H
1996,178,1944,[],[],[],['16'],['16'],['16'],['16'],['16'],['16'],['16'],['16'],['16'],['16'],['16'],['16'],['16'],['16'],['16'],['16'],['16'],D,A
1996,179,1945,[],[],[],[],[],[],[],['38'],"['38', '42']","['38', '42']","['38', '42']","['38', '42']","['38', '42']","['38', '42', '61']","['38', '42', '61']","['38', '42', '61', '75']","['38', '42', '61', '75']","['38', '42', '61', '75']","['38', '42', '61', '75', '86']","['38', '42', '61', '75', '86']",W,H
1996,179,1945,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],L,A
1996,180,1946,[],[],[],[],[],['28'],['28'],['28'],['28'],['28'],['28'],['28'],['28'],['28'],['28'],['28'],['28'],['28'],['28'],['28'],D,H
1996,180,1946,[],[],[],[],[],[],[],[],['45'],['45'],['45'],['45'],['45'],['45'],['45'],['45'],['45'],['45'],['45'],['45'],D,A
1996,181,1947,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],L,H
1996,181,1947,[],[],[],[],[],[],[],[],[],[],[],[],[],[],"['66', '70']","['66', '70']","['66', '70']","['66', '70']","['66', '70']","['66', '70']",W,A
1996,182,1948,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['75'],['75'],['75'],['75'],['75'],W,H
1996,182,1948,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],L,A
1996,183,1949,[],['09'],['09'],['09'],['09'],['09'],['09'],['09'],['09'],['09'],['09'],['09'],['09'],['09'],['09'],['09'],['09'],['09'],['09'],['09'],L,H
1996,183,1949,[],[],[],[],[],['30'],['30'],"['30', '38', '40']","['30', '38', '40']","['30', '38', '40']","['30', '38', '40']","['30', '38', '40']","['30', '38', '40']","['30', '38', '40']","['30', '38', '40']","['30', '38', '40']","['30', '38', '40']","['30', '38', '40']","['30', '38', '40']","['30', '38', '40']",W,A
1996,184,1950,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['80'],['80'],['80'],['80'],D,H
1996,184,1950,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['76'],['76'],['76'],['76'],D,A
1996,185,1951,[],[],[],[],['22'],['22'],['22'],"['22', '37']","['22', '37']","['22', '37']","['22', '37']","['22', '37']","['22', '37', '58']","['22', '37', '58']","['22', '37', '58']","['22', '37', '58', '74']","['22', '37', '58', '74']","['22', '37', '58', '74']","['22', '37', '58', '74']","['22', '37', '58', '74']",W,H
1996,185,1951,[],[],[],[],[],[],['31'],['31'],"['31', '45']","['31', '45']","['31', '45']","['31', '45']","['31', '45']","['31', '45']","['31', '45']","['31', '45']","['31', '45']","['31', '45']","['31', '45']","['31', '45']",L,A
1996,186,1952,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],L,H
1996,186,1952,[],[],[],[],['25'],['25'],['25'],['25'],"['25', '44']","['25', '44']","['25', '44']","['25', '44']","['25', '44']","['25', '44']","['25', '44', '67']","['25', '44', '67']","['25', '44', '67', '76']","['25', '44', '67', '76']","['25', '44', '67', '76']","['25', '44', '67', '76']",W,A
1996,187,1953,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],D,H
1996,187,1953,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],D,A
1996,188,1954,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['73'],['73'],['73'],"['73', '87']","['73', '87']",W,H
1996,188,1954,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],L,A
1996,189,1955,['01'],['01'],['01'],['01'],['01'],"['01', '30']","['01', '30']","['01', '30']","['01', '30']","['01', '30']","['01', '30']","['01', '30']","['01', '30']","['01', '30', '64']","['01', '30', '64']","['01', '30', '64']","['01', '30', '64']","['01', '30', '64']","['01', '30', '64']","['01', '30', '64']",W,H
1996,189,1955,[],[],[],[],[],[],[],['40'],['40'],['40'],['40'],['40'],['40'],['40'],['40'],['40'],['40'],['40'],['40'],['40'],L,A
1996,190,1956,[],[],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],"['13', '73']","['13', '73']","['13', '73']","['13', '73']","['13', '73']",D,H
1996,190,1956,[],[],[],[],[],[],[],[],[],[],[],[],[],[],['68'],"['68', '74']","['68', '74']","['68', '74']","['68', '74']","['68', '74']",D,A
1996,191,1957,[],['09'],['09'],['09'],"['09', '23']","['09', '23']","['09', '23']","['09', '23']","['09', '23']","['09', '23']","['09', '23']","['09', '23']","['09', '23']","['09', '23']","['09', '23']","['09', '23']","['09', '23']","['09', '23']","['09', '23']","['09', '23']",D,H
1996,191,1957,[],[],[],[],['23'],['23'],['23'],['23'],['23'],['23'],['23'],['23'],['23'],['23'],['23'],['23'],['23'],['23'],"['23', '90']","['23', '90']",D,A
1996,192,1958,[],[],[],[],[],['29'],['29'],['29'],['29'],['29'],['29'],['29'],['29'],"['29', '64']","['29', '64']","['29', '64']","['29', '64']","['29', '64', '85']","['29', '64', '85']","['29', '64', '85']",W,H
1996,192,1958,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],L,A
1996,193,1959,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],D,H
1996,193,1959,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],D,A
1996,194,1960,[],[],[],[],['23'],['23'],['23'],['23'],['23'],['23'],['23'],['23'],['23'],['23'],['23'],['23'],['23'],['23'],['23'],['23'],L,H
1996,194,1960,[],[],[],[],[],[],[],[],[],[],[],[],['59'],['59'],"['59', '70']","['59', '70']","['59', '70', '76']","['59', '70', '76']","['59', '70', '76']","['59', '70', '76']",W,A
1996,195,1961,[],['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],"['10', '63']","['10', '63']","['10', '63']","['10', '63']","['10', '63']","['10', '63']","['10', '63']",D,H
1996,195,1961,[],[],[],[],[],[],[],['37'],['37'],['37'],['37'],['37'],['37'],['37'],['37'],['37'],['37'],['37'],"['37', '87']","['37', '87']",D,A
1996,196,1962,[],['09'],['09'],['09'],['09'],['09'],['09'],['09'],['09'],['09'],['09'],['09'],['09'],['09'],['09'],['09'],['09'],['09'],['09'],['09'],W,H
1996,196,1962,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],L,A
1996,197,1963,[],[],[],['20'],"['20', '22']","['20', '22']","['20', '22']","['20', '22']","['20', '22']","['20', '22']","['20', '22']","['20', '22']","['20', '22', '59']","['20', '22', '59', '61']","['20', '22', '59', '61']","['20', '22', '59', '61']","['20', '22', '59', '61', '79']","['20', '22', '59', '61', '79', '82']","['20', '22', '59', '61', '79', '82', '88']","['20', '22', '59', '61', '79', '82', '88']",W,H
1996,197,1963,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['89'],['89'],L,A
1996,198,1964,[],[],[],[],[],[],[],['37'],['37'],['37'],['37'],['37'],['37'],['37'],['37'],['37'],['37'],['37'],"['37', '90']","['37', '90']",W,H
1996,198,1964,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],L,A
1996,199,1965,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],L,H
1996,199,1965,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['76'],['76'],['76'],['76'],W,A
1996,200,1966,[],[],['15'],['15'],['15'],['15'],['15'],['15'],"['15', '44']","['15', '44']","['15', '44']","['15', '44']","['15', '44']","['15', '44']","['15', '44']","['15', '44']","['15', '44']","['15', '44']","['15', '44']","['15', '44']",W,H
1996,200,1966,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],L,A
1996,201,1967,[],[],[],[],[],[],[],[],['43'],['43'],['43'],['43'],['43'],['43'],['43'],['43'],['43'],['43'],['43'],['43'],W,H
1996,201,1967,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],L,A
1996,202,1968,[],['10'],['10'],['10'],['10'],"['10', '28']","['10', '28']","['10', '28']","['10', '28']","['10', '28']","['10', '28']","['10', '28']","['10', '28']","['10', '28']","['10', '28']","['10', '28']","['10', '28']","['10', '28']","['10', '28']","['10', '28']",D,H
1996,202,1968,[],['06'],['06'],"['06', '18']","['06', '18']","['06', '18']","['06', '18']","['06', '18']","['06', '18']","['06', '18']","['06', '18']","['06', '18']","['06', '18']","['06', '18']","['06', '18']","['06', '18']","['06', '18']","['06', '18']","['06', '18']","['06', '18']",D,A
1996,203,1969,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],L,H
1996,203,1969,[],[],[],['18'],['18'],['18'],"['18', '32']","['18', '32']","['18', '32']","['18', '32']","['18', '32']","['18', '32']","['18', '32']","['18', '32']","['18', '32']","['18', '32']","['18', '32']","['18', '32']","['18', '32']","['18', '32']",W,A
1996,204,1970,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],D,H
1996,204,1970,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],D,A
1996,205,1971,['04'],['04'],['04'],['04'],['04'],['04'],['04'],['04'],['04'],['04'],['04'],['04'],['04'],['04'],['04'],['04'],"['04', '77']","['04', '77']","['04', '77', '87']","['04', '77', '87']",W,H
1996,205,1971,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],L,A
1996,206,1972,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],L,H
1996,206,1972,[],[],[],[],[],[],[],['38'],['38'],['38'],['38'],['38'],['38'],['38'],['38'],['38'],['38'],['38'],['38'],['38'],W,A
1996,207,1973,[],[],[],[],[],[],[],['39'],['39'],['39'],['39'],"['39', '52']","['39', '52']","['39', '52']","['39', '52']","['39', '52']","['39', '52']","['39', '52']","['39', '52']","['39', '52']",D,H
1996,207,1973,[],[],[],['16'],"['16', '21']","['16', '21']","['16', '21']","['16', '21']","['16', '21']","['16', '21']","['16', '21']","['16', '21']","['16', '21']","['16', '21']","['16', '21']","['16', '21']","['16', '21']","['16', '21']","['16', '21']","['16', '21']",D,A
1996,208,1974,[],[],[],['17'],['17'],"['17', '30']","['17', '30', '34']","['17', '30', '34']","['17', '30', '34']","['17', '30', '34']","['17', '30', '34']","['17', '30', '34']","['17', '30', '34']","['17', '30', '34']","['17', '30', '34']","['17', '30', '34']","['17', '30', '34', '76']","['17', '30', '34', '76']","['17', '30', '34', '76']","['17', '30', '34', '76']",W,H
1996,208,1974,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],L,A
1996,209,1975,[],[],[],[],[],[],[],['40'],"['40', '45']","['40', '45']","['40', '45']","['40', '45']","['40', '45']","['40', '45']","['40', '45', '69']","['40', '45', '69']","['40', '45', '69']","['40', '45', '69']","['40', '45', '69']","['40', '45', '69']",W,H
1996,209,1975,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],L,A
1996,210,1976,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],D,H
1996,210,1976,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],D,A
1996,211,1977,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],L,H
1996,211,1977,[],[],[],[],[],[],[],[],[],[],[],[],['59'],['59'],['59'],['59'],['59'],['59'],['59'],['59'],W,A
1996,212,1978,[],[],[],[],[],[],[],['40'],['40'],['40'],['40'],"['40', '53']","['40', '53']","['40', '53']","['40', '53']","['40', '53']","['40', '53']","['40', '53']","['40', '53']","['40', '53']",W,H
1996,212,1978,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],L,A
1996,213,1979,[],[],[],[],['22'],['22'],['22'],['22'],['22'],['22'],"['22', '50']","['22', '50']","['22', '50']","['22', '50']","['22', '50']","['22', '50']","['22', '50']","['22', '50']","['22', '50']","['22', '50']",W,H
1996,213,1979,[],[],[],[],[],[],[],[],[],[],[],[],[],['63'],['63'],['63'],['63'],['63'],['63'],['63'],L,A
1996,214,1980,[],[],[],[],[],[],[],[],[],[],[],[],[],[],['66'],['66'],['66'],['66'],['66'],['66'],W,H
1996,214,1980,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],L,A
1996,215,1981,[],[],[],[],[],[],[],[],[],[],[],[],['60'],['60'],['60'],['60'],['60'],['60'],['60'],['60'],D,H
1996,215,1981,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['84'],['84'],['84'],D,A
1996,216,1982,[],[],[],[],[],[],[],[],['44'],['44'],['44'],['44'],['44'],['44'],['44'],['44'],['44'],['44'],['44'],['44'],L,H
1996,216,1982,[],[],[],[],['23'],['23'],['23'],['23'],['23'],['23'],['23'],['23'],['23'],['23'],['23'],['23'],"['23', '76']","['23', '76']","['23', '76']","['23', '76']",W,A
1996,217,1983,[],[],[],[],[],[],[],['36'],"['36', '44']","['36', '44']","['36', '44']","['36', '44']","['36', '44']","['36', '44']","['36', '44']","['36', '44']","['36', '44']","['36', '44', '85']","['36', '44', '85']","['36', '44', '85']",W,H
1996,217,1983,[],[],[],[],['23'],['23'],['23'],['23'],['23'],['23'],['23'],['23'],['23'],['23'],['23'],['23'],['23'],['23'],['23'],['23'],L,A
1996,218,1984,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],L,H
1996,218,1984,[],[],[],[],[],[],[],[],[],[],[],[],['60'],['60'],['60'],['60'],"['60', '79']","['60', '79']","['60', '79']","['60', '79']",W,A
1996,219,1985,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['73'],['73'],['73'],['73'],['73'],W,H
1996,219,1985,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],L,A
1996,220,1986,[],[],[],[],[],[],[],[],[],[],['50'],['50'],"['50', '58']","['50', '58', '63']","['50', '58', '63']","['50', '58', '63']","['50', '58', '63']","['50', '58', '63']","['50', '58', '63']","['50', '58', '63']",W,H
1996,220,1986,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],L,A
1996,221,1987,[],[],['14'],['14'],"['14', '23']","['14', '23']","['14', '23']","['14', '23']","['14', '23']","['14', '23']","['14', '23']","['14', '23']","['14', '23']","['14', '23']","['14', '23']","['14', '23', '72']","['14', '23', '72']","['14', '23', '72']","['14', '23', '72', '89']","['14', '23', '72', '89']",W,H
1996,221,1987,[],[],[],[],[],['29'],['29'],['29'],['29'],['29'],['29'],['29'],['29'],['29'],['29'],['29'],"['29', '80']","['29', '80']","['29', '80']","['29', '80']",L,A
1996,222,1988,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"['88', '89']","['88', '89']",D,H
1996,222,1988,[],[],['14'],['14'],['14'],['14'],['14'],['14'],['14'],['14'],['14'],['14'],['14'],['14'],['14'],['14'],['14'],"['14', '82']","['14', '82']","['14', '82']",D,A
1996,223,1989,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],D,H
1996,223,1989,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],D,A
1996,224,1990,[],[],[],[],[],[],[],[],[],[],[],['55'],"['55', '57']","['55', '57']","['55', '57', '69']","['55', '57', '69']","['55', '57', '69']","['55', '57', '69']","['55', '57', '69']","['55', '57', '69']",W,H
1996,224,1990,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['90'],['90'],L,A
1996,225,1991,[],[],[],[],[],[],[],[],[],[],['47'],['47'],['47'],"['47', '62']","['47', '62']","['47', '62']","['47', '62']","['47', '62']","['47', '62']","['47', '62']",W,H
1996,225,1991,['02'],['02'],['02'],['02'],['02'],['02'],['02'],['02'],['02'],['02'],['02'],['02'],['02'],['02'],['02'],['02'],['02'],['02'],['02'],['02'],L,A
1996,226,1992,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],L,H
1996,226,1992,[],[],[],[],[],[],[],[],[],[],[],['53'],['53'],['53'],"['53', '70']","['53', '70']","['53', '70']","['53', '70']","['53', '70']","['53', '70']",W,A
1996,227,1993,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],L,H
1996,227,1993,[],[],[],[],[],[],[],[],[],[],[],[],[],[],['69'],['69'],['69'],['69'],['69'],['69'],W,A
1996,228,1994,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],D,H
1996,228,1994,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],D,A
1996,229,1995,[],[],[],[],[],[],['32'],['32'],['32'],['32'],['32'],['32'],['32'],['32'],['32'],['32'],['32'],['32'],['32'],['32'],D,H
1996,229,1995,[],[],[],['18'],['18'],['18'],['18'],['18'],['18'],['18'],['18'],['18'],['18'],['18'],['18'],['18'],['18'],['18'],['18'],['18'],D,A
1996,230,1996,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['76'],"['76', '83']","['76', '83']","['76', '83']",W,H
1996,230,1996,[],[],[],[],[],[],[],[],[],[],[],[],[],['61'],['61'],['61'],['61'],['61'],['61'],['61'],L,A
1996,231,1997,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['74'],"['74', '79']","['74', '79', '83']","['74', '79', '83', '90']","['74', '79', '83', '90']",W,H
1996,231,1997,['03'],['03'],['03'],['03'],['03'],['03'],['03'],['03'],['03'],['03'],['03'],['03'],['03'],['03'],['03'],['03'],['03'],['03'],['03'],['03'],L,A
1996,232,1998,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],L,H
1996,232,1998,[],[],[],[],[],[],[],[],[],[],[],['51'],['51'],['51'],['51'],['51'],['51'],['51'],['51'],['51'],W,A
1996,233,1999,[],[],[],[],[],[],[],[],['41'],['41'],['41'],['41'],['41'],['41'],['41'],['41'],['41'],"['41', '83']","['41', '83']","['41', '83']",W,H
1996,233,1999,[],[],[],[],[],[],[],[],[],[],[],['51'],['51'],['51'],['51'],['51'],['51'],['51'],['51'],['51'],L,A
1996,234,2000,[],[],[],[],[],[],[],[],[],[],[],[],[],['63'],['63'],['63'],['63'],['63'],['63'],['63'],L,H
1996,234,2000,[],['08'],['08'],['08'],['08'],['08'],['08'],['08'],['08'],['08'],['08'],['08'],['08'],['08'],"['08', '67']","['08', '67']","['08', '67']","['08', '67']","['08', '67']","['08', '67']",W,A
1996,235,2001,[],[],[],[],[],[],[],['37'],['37'],['37'],['37'],['37'],['37'],['37'],['37'],['37'],['37'],['37'],['37'],['37'],W,H
1996,235,2001,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],L,A
1996,236,2002,[],[],[],[],[],[],[],"['36', '39']","['36', '39']","['36', '39']","['36', '39']","['36', '39']","['36', '39']","['36', '39']","['36', '39']","['36', '39']","['36', '39']","['36', '39']","['36', '39']","['36', '39']",W,H
1996,236,2002,[],[],[],[],[],[],[],[],[],[],[],[],[],['64'],['64'],['64'],['64'],['64'],['64'],['64'],L,A
1996,237,2003,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],L,H
1996,237,2003,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['75'],['75'],['75'],['75'],['75'],W,A
1996,238,2004,[],[],[],[],[],[],[],[],[],[],['48'],['48'],['48'],['48'],"['48', '67']","['48', '67']","['48', '67']","['48', '67']","['48', '67']","['48', '67']",W,H
1996,238,2004,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],L,A
1996,239,2005,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],D,H
1996,239,2005,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],D,A
1996,240,2006,[],[],[],['19'],['19'],['19'],['19'],['19'],['19'],['19'],['19'],['19'],['19'],['19'],['19'],['19'],"['19', '80']","['19', '80']","['19', '80']","['19', '80']",W,H
1996,240,2006,[],[],['11'],['11'],['11'],['11'],['11'],['11'],['11'],['11'],['11'],['11'],['11'],['11'],['11'],['11'],['11'],['11'],['11'],['11'],L,A
1996,241,2007,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],D,H
1996,241,2007,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],D,A
1996,242,2008,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['83'],['83'],['83'],L,H
1996,242,2008,['01'],['01'],['01'],['01'],['01'],['01'],['01'],['01'],['01'],['01'],['01'],"['01', '53']","['01', '53']","['01', '53']","['01', '53']","['01', '53']","['01', '53']","['01', '53']","['01', '53']","['01', '53']",W,A
1996,243,2009,[],[],[],[],['22'],['22'],['22'],['22'],['22'],['22'],['22'],['22'],['22'],['22'],['22'],['22'],['22'],['22'],['22'],['22'],D,H
1996,243,2009,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['75'],['75'],['75'],['75'],['75'],D,A
1996,244,2010,['03'],['03'],['03'],['03'],['03'],['03'],['03'],['03'],['03'],['03'],['03'],['03'],['03'],['03'],['03'],['03'],"['03', '77']","['03', '77', '83']","['03', '77', '83', '90']","['03', '77', '83', '90']",W,H
1996,244,2010,[],[],[],[],[],[],[],[],[],[],[],['55'],"['55', '60']","['55', '60']","['55', '60', '68']","['55', '60', '68']","['55', '60', '68']","['55', '60', '68']","['55', '60', '68']","['55', '60', '68']",L,A
1996,245,2011,[],[],[],[],[],[],[],[],[],[],[],['53'],['53'],['53'],['53'],['53'],['53'],['53'],['53'],['53'],W,H
1996,245,2011,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],L,A
