Mark Robins,"[21.056, 25, [0.218, 0.268, 1.08, 1.887, 0.262, 0.91, 0.741, 0.777, 1.845, 1.491, 1.004, 0.771, 0.964, 0.088, 0.858, 1.207, 1.207, 0.797, 0.998, 1.288, 0.491, 0.046, 0.697, 1.01, 0.151], [1.2, 1.2, 18.1, 69.1, 77.2, 77.2, 165.2, 165.2, 165.2, 172.1, 192.1, 308.1, 358.2, 388.1, 863.1, 951.1, 1015.1, 1039.1, 1061.2, 1199.2, 1208.1, 1229.2, 1301.1, 1384.2, 2036.2]]"
Dalian Atkinson,"[18.62, 21, [0.97, 1.528, 1.207, 1.078, 1.346, 0.385, 0.97, 0.265, 0.697, 0.816, 1.268, 0.858, 0.817, 0.692, 1.268, 0.86, 1.022, 0.348, 0.771, 0.757, 0.697], [6.2, 14.1, 23.1, 88.1, 107.2, 119.2, 139.2, 153.1, 156.1, 194.2, 194.2, 464.1, 496.1, 584.1, 603.2, 647.2, 727.1, 727.1, 1071.1, 1084.2, 1100.1]]"
Lee Chapman,"[16.721, 23, [0.697, 1.862, 0.0, 0.977, 0.368, 0.092, 0.858, 0.956, 0.378, 1.048, 0.797, 0.265, 0.0, 0.673, 0.93, 0.93, 0.479, 0.68, 0.964, 0.4, 0.92, 0.956, 1.491], [7.1, 7.1, 38.1, 49.1, 104.1, 113.2, 124.1, 146.1, 169.1, 202.1, 246.1, 302.1, 399.1, 415.2, 445.2, 540.2, 605.1, 648.2, 658.2, 658.2, 694.2, 782.1, 1238.1]]"
David White,"[16.063000000000002, 26, [0.858, 0.917, 1.491, 0.207, 0.998, 0.816, 0.065, 0.681, 0.463, 0.747, 0.396, 0.897, 1.392, 0.816, 0.964, 0.245, 1.298, 0.175, 0.0, 0.002, 0.282, 0.641, 0.816, 0.368, 0.468, 0.06], [11.1, 43.1, 43.1, 50.1, 59.2, 72.2, 72.2, 145.2, 161.1, 227.1, 227.1, 242.2, 278.1, 324.2, 439.2, 455.1, 587.1, 854.2, 854.2, 898.1, 908.1, 921.2, 958.2, 1064.1, 1194.1, 1409.1]]"
Mike Newell,"[15.73, 22, [1.298, 1.357, 0.697, 0.673, 0.692, 0.368, 0.697, 0.385, 1.056, 0.692, 0.129, 0.842, 0.615, 1.465, 0.757, 1.079, 1.843, 0.897, 0.014, 0.083, 0.0, 0.091], [24.1, 76.2, 263.1, 278.2, 314.1, 314.1, 381.1, 392.2, 419.2, 427.1, 427.1, 448.2, 448.2, 465.2, 498.2, 538.2, 817.2, 850.2, 850.2, 1488.1, 1509.1, 1537.1]]"
Chris Kiwomya,"[17.345, 21, [1.145, 0.977, 0.763, 0.92, 0.741, 1.079, 1.646, 0.374, 0.747, 0.919, 1.004, 1.079, 0.837, 0.741, 0.747, 0.011, 0.81, 0.397, 1.697, 0.68, 0.031], [25.2, 37.1, 113.1, 173.2, 188.2, 220.2, 231.1, 245.1, 276.1, 355.2, 520.1, 666.2, 669.2, 815.2, 906.1, 960.1, 1167.1, 1167.1, 1228.1, 1236.2, 1236.2]]"
Stuart Pearce,"[13.039000000000001, 20, [0.0, 1.011, 0.397, 0.673, 0.858, 0.04, 0.553, 1.078, 0.757, 0.816, 0.808, 0.964, 0.692, 0.956, 0.917, 0.314, 0.858, 0.067, 0.374, 0.906], [28.2, 115.2, 974.1, 1034.2, 1105.1, 1117.1, 1129.2, 1263.1, 1268.2, 1302.2, 1412.1, 1506.1, 1590.1, 1792.1, 1906.1, 1936.2, 1978.1, 2083.1, 3383.1, 3432.2]]"
Jason Dozzell,"[16.569000000000003, 20, [0.936, 0.406, 0.952, 0.955, 0.757, 0.763, 0.389, 0.0, 1.01, 1.059, 1.197, 0.108, 0.727, 0.681, 0.977, 0.91, 1.207, 1.145, 0.693, 1.697], [37.1, 113.1, 136.1, 136.1, 149.2, 424.1, 424.1, 548.1, 560.2, 592.1, 671.2, 671.2, 702.2, 783.2, 794.1, 1456.2, 1665.1, 1763.2, 2070.2, 2084.1]]"
Ray Parlour,"[7.704000000000001, 20, [0.692, -0.068, 0.06, 0.757, 0.368, 0.113, 0.864, 0.602, -0.054, 0.0, 0.113, 0.0, 0.816, 0.747, 0.81, 0.676, 0.461, 0.0, 0.0, 0.747], [44.1, 788.2, 1837.1, 2000.2, 2192.1, 2232.1, 2352.2, 2473.2, 2473.2, 2765.2, 2775.1, 2775.1, 2808.2, 2815.1, 2858.1, 3248.2, 3446.1, 3446.1, 3446.1, 3523.1]]"
Nigel Clough,"[14.669000000000002, 20, [0.727, 0.956, 0.817, 0.897, 0.67, 1.145, 0.74, 0.673, 0.853, 0.262, 0.858, 0.406, 0.717, 0.747, 1.298, 0.138, 0.457, 0.763, 0.789, 0.756], [55.2, 98.1, 183.1, 190.2, 219.1, 307.2, 369.1, 379.2, 392.1, 453.2, 466.1, 466.1, 482.2, 502.1, 610.1, 725.1, 725.1, 1629.1, 1675.2, 1961.2]]"
Chris Bart-Williams,"[15.393, 22, [0.365, 0.741, 0.441, -0.002, 0.0, 0.186, 1.059, 1.002, 0.842, 1.288, 0.692, 0.441, 0.004, 0.816, 0.747, 0.697, 0.396, 0.81, 1.135, 1.528, 1.528, 0.677], [63.1, 186.2, 413.1, 413.1, 413.1, 438.1, 526.1, 567.1, 663.2, 801.2, 836.1, 847.1, 886.1, 908.2, 1106.1, 1241.1, 1978.1, 2669.1, 2887.2, 2904.1, 3898.1, 4059.2]]"
John Fashanu,"[15.413000000000002, 20, [1.491, 0.741, 0.858, 0.076, 0.67, 0.4, 1.197, 1.025, 0.955, 0.771, 0.864, 0.756, 0.441, 0.353, 0.797, 0.763, 0.741, 0.892, 0.692, 0.93], [74.1, 105.2, 259.1, 266.1, 313.1, 354.2, 472.2, 478.1, 494.1, 614.1, 621.2, 700.2, 736.1, 765.1, 833.1, 877.1, 887.2, 929.2, 1176.1, 1189.2]]"
Bradley Allen,"[15.329999999999997, 20, [0.13, 0.842, 0.491, 1.019, 0.816, 0.892, 0.842, 1.491, 0.771, 0.468, 0.919, 0.479, 0.113, 0.757, 0.897, 0.615, 0.014, 1.011, 1.465, 1.298], [125.2, 163.2, 261.1, 270.1, 280.2, 366.2, 384.2, 459.1, 462.1, 462.1, 578.2, 590.1, 590.1, 600.2, 620.2, 620.2, 620.2, 1010.2, 1154.2, 1600.1]]"
Paul Rideout,"[19.531, 29, [1.079, 1.002, 1.002, 0.747, 0.697, 0.816, 0.218, 0.978, 0.254, 1.252, 0.262, 0.327, 1.003, 0.06, 0.93, 0.692, 1.252, 0.321, 0.306, 0.396, 0.368, 0.789, 0.998, 1.009, 0.262, 0.186, 0.97, 0.463, 0.892], [162.2, 214.1, 226.1, 475.1, 555.1, 571.2, 607.2, 751.1, 751.1, 929.1, 945.2, 959.1, 981.1, 1087.1, 1092.2, 1111.1, 1158.1, 1158.1, 1173.2, 1187.1, 1206.1, 1225.2, 1371.2, 1429.1, 1446.2, 1446.2, 1469.2, 1523.1, 1566.2]]"
Mick Quinn,"[15.794000000000002, 25, [0.697, 0.406, 0.757, 1.078, 0.757, 0.757, -0.002, 0.02, 1.059, 0.396, 0.837, 0.268, 0.0, 0.4, 0.692, 0.837, 1.002, 0.93, 0.553, 0.1, 0.771, 0.406, 1.528, 0.293, 1.252], [166.1, 166.1, 185.2, 188.1, 206.2, 206.2, 213.1, 213.1, 224.1, 224.1, 253.2, 263.2, 263.2, 287.2, 383.1, 432.2, 452.1, 463.2, 463.2, 463.2, 607.1, 607.1, 649.1, 769.1, 824.1]]"
Sol Campbell,"[17.119, 20, [0.067, 1.022, 1.024, 1.145, 0.327, 0.977, 0.816, 1.465, 1.298, 0.757, 0.797, 0.676, 0.917, 0.334, 1.129, 1.357, 0.697, 0.479, 1.078, 0.757], [196.1, 1597.1, 2593.1, 2598.2, 2692.1, 2692.1, 2709.2, 2859.2, 3335.1, 3447.2, 3845.1, 3942.2, 4226.1, 4321.2, 4431.1, 4985.2, 5242.1, 5242.1, 5753.1, 6151.2]]"
