year,match_num,home_away,1_scorer,2_scorer,3_scorer,4_scorer,5_scorer,6_scorer,7_scorer,8_scorer,9_scorer,10_scorer
2009,1,home
2009,1,away,"[['31'], 'Hugo Rodallega']","[['56'], 'Jason Koumas']"
2009,2,home
2009,2,away,"[['03'], 'Emmanuel Adebayor']","[['90.01'], 'Stephen Ireland']"
2009,3,home
2009,3,away,"[['05'], 'Darren Bent']"
2009,4,home,"[['37', '90.02'], 'Didier Drogba']"
2009,4,away,"[['28'], 'Stephen Hunt']"
2009,5,home,"[['90.02'], 'Louis Saha']"
2009,5,away,"[['26'], ' Denilson']","[['37'], 'Thomas Vermaelen']","[['41'], 'William Gallas']","[['48', '70'], 'Cesc Fàbregas']","[['89'], 'Eduardo da Silva']"
2009,6,home
2009,6,away,"[['13'], 'Bobby Zamora']"
2009,7,home,"[['19'], 'Ryan Shawcross']","[['33'], '!Stephen Jordan']"
2009,7,away
2009,8,home
2009,8,away,"[['22'], 'Mark Noble']","[['69'], 'Matt Upson']"
2009,9,home,"[['34'], 'Wayne Rooney']"
2009,9,away
2009,10,home,"[['44'], 'Benoit Assou-Ekotto']","[['59'], 'Sebastien Bassong']"
2009,10,away,"[['56'], 'Steven Gerrard']"
2009,11,home,"[['18'], 'Darren Bent']"
2009,11,away,"[['52'], 'Michael Ballack']","[['61'], 'Frank Lampard']","[['70'], ' Deco']"
2009,12,home
2009,12,away,"[['06'], 'Andy Keogh']"
2009,13,home,"[['90.02'], 'James McFadden']"
2009,13,away
2009,14,home,"[['19'], 'Robbie Blake']"
2009,14,away
2009,15,home,"[['25'], 'Stephen Hunt']"
2009,15,away,"[['10', '45', '90.04'], 'Jermain Defoe']","[['14'], 'Wilson Palacios']","[['78'], 'Robbie Keane']"
2009,16,home,"[['04'], 'Fernando Torres']","[['45'], 'Glen Johnson']","[['78'], 'Dirk Kuijt']","[['90.03'], ""David N'Gog""]"
2009,16,away
2009,17,home,"[['18', '21'], 'Abou Diaby']","[['51'], 'William Gallas']","[['68'], 'Aaron Ramsey']"
2009,17,away,"[['37'], 'Younes Kaboul']"
2009,18,home
2009,18,away
2009,19,home,"[['61'], 'Kamel Ghilas']"
2009,19,away
2009,20,home,"[['17'], 'Emmanuel Adebayor']"
2009,20,away
2009,21,home,"[['32', '53'], 'Kenwyne Jones']"
2009,21,away,"[['21'], 'Gaël Givet']"
2009,22,home
2009,22,away,"[['56', '65'], 'Wayne Rooney']","[['58'], 'Dimitar Berbatov']","[['85'], 'Michael Owen']","[['90.02'], ' Nani']"
2009,23,home,"[['34'], 'Wade Elliott']"
2009,23,away
2009,24,home
2009,24,away,"[['39'], 'Didier Drogba']","[['76'], 'Nicolas Anelka']"
