David Phillips,"[9.961, 10, [0.91, 0.936, 1.346, 0.065, 1.441, 0.816, 1.862, 0.637, 1.207, 0.741], [1.2, 18.1, 47.2, 55.1, 77.2, 178.2, 192.1, 415.1, 436.1, 1376.2]]"
Mick Harford,"[15.367999999999999, 19, [1.697, 1.129, 0.92, 0.67, 0.93, 0.265, 0.93, 0.083, 0.0, 1.646, 0.809, 1.498, 0.461, 0.762, 0.67, 0.356, 0.771, 1.024, 0.747], [2.1, 45.1, 67.2, 77.1, 97.2, 121.1, 135.2, 158.1, 288.2, 480.1, 976.1, 1085.1, 1120.1, 1143.2, 1173.1, 1173.1, 1433.1, 1656.1, 2064.1]]"
John Williams,"[7.606999999999999, 11, [0.692, 0.673, 0.641, 1.207, 0.607, 0.747, 0.265, 0.67, 0.757, 1.346, 0.002], [3.1, 22.2, 22.2, 86.1, 263.2, 372.1, 383.1, 452.1, 499.2, 692.2, 769.1]]"
Paul Wilkinson,"[10.011, 13, [0.262, 0.692, 0.356, 1.357, 0.955, 0.808, 1.197, 1.377, 0.93, 0.953, 0.0, 0.018, 1.106], [3.2, 26.1, 26.1, 53.2, 57.1, 138.1, 148.2, 264.1, 330.2, 402.1, 409.2, 425.1, 456.1]]"
Gareth Southgate,"[13.182, 17, [1.106, 0.265, 0.842, 0.993, 1.004, 0.165, 0.293, 1.207, 0.692, 0.816, 1.192, 0.67, 0.964, 0.067, 0.955, 1.697, 0.254], [4.1, 189.1, 335.2, 946.2, 1198.1, 1358.2, 1658.1, 1779.1, 2717.1, 3104.2, 3104.2, 3337.1, 3470.2, 3961.1, 4151.1, 4172.1, 4465.1]]"
Stuart Ripley,"[8.863000000000001, 14, [0.789, 0.368, 0.0, 1.482, 0.842, 1.268, 0.692, 0.864, 1.056, 0.129, 0.262, 0.763, 0.0, 0.348], [4.2, 99.1, 111.1, 255.2, 377.2, 392.2, 406.1, 465.2, 569.2, 750.1, 876.2, 2327.1, 2366.1, 3002.1]]"
Warren Barton,"[8.712, 10, [0.92, 0.93, 0.81, 1.002, 0.692, 0.741, 0.919, 0.808, 1.887, 0.003], [7.2, 39.2, 521.1, 687.1, 1075.1, 1217.2, 2049.2, 2200.1, 2236.1, 2464.2]]"
Andy Sinton,"[13.348000000000003, 16, [0.868, 0.86, 1.024, 0.771, 0.096, 0.108, 1.346, 0.058, 0.677, 0.919, 0.697, 0.837, 1.346, 0.673, 1.646, 1.422], [11.2, 84.2, 92.1, 236.1, 236.1, 236.1, 366.2, 526.1, 539.2, 539.2, 1892.1, 1905.2, 1922.2, 1991.2, 1999.1, 2120.1]]"
Mark Walters,"[7.726999999999999, 11, [0.817, 0.93, 0.964, 0.0, 1.528, 1.646, 0.747, 0.468, 0.111, 0.293, 0.223], [15.1, 37.2, 88.2, 142.1, 209.1, 209.1, 417.1, 417.1, 417.1, 429.1, 454.1]]"
Graeme Sharp,"[12.152, 16, [0.747, 0.463, 0.957, 0.396, 0.74, 0.254, 0.771, 1.145, 1.002, 0.756, 0.673, 1.646, 0.789, 0.741, 0.308, 0.764], [19.1, 28.1, 78.2, 91.1, 165.1, 184.1, 216.1, 572.2, 643.1, 707.1, 738.2, 762.1, 787.2, 837.2, 852.2, 884.2]]"
Denis Irwin,"[10.881, 18, [0.936, 0.0, 0.396, 0.265, 0.93, 0.607, 0.153, 0.692, 1.491, 0.897, 0.553, 0.293, 0.468, 0.747, 0.553, 0.113, 0.809, 0.978], [25.1, 234.1, 248.1, 323.1, 408.2, 515.2, 725.2, 1079.1, 1374.1, 1522.2, 1775.2, 2405.1, 2514.1, 2586.1, 2884.2, 3009.1, 3066.1, 3211.1]]"
John Hendrie,"[7.206999999999999, 11, [0.02, 1.002, 0.853, 1.078, 0.397, 0.727, 0.81, 0.175, 1.137, 0.004, 1.004], [26.1, 171.1, 191.1, 191.1, 191.1, 361.2, 390.1, 438.2, 456.1, 1569.1, 2316.1]]"
Neil Adams,"[7.737, 12, [0.81, 0.107, 0.238, 0.368, 0.03, 1.01, 0.771, 0.977, 0.086, 1.862, 0.67, 0.808], [28.1, 184.1, 193.2, 288.1, 321.2, 321.2, 341.1, 366.1, 386.1, 1015.1, 1162.1, 1201.1]]"
Gunnar Halle,"[5.669, 10, [0.03, 0.938, 0.083, 0.74, 0.096, 0.697, 0.68, 0.653, 0.673, 1.079], [28.1, 50.2, 91.1, 184.1, 457.1, 558.1, 2440.2, 2483.2, 2593.2, 2612.2]]"
Simon Barker,"[10.101999999999999, 15, [0.722, 0.058, 0.0, 0.693, 0.868, 0.741, 0.842, 0.692, 0.088, 1.019, 0.81, 0.858, 0.727, 1.268, 0.716], [29.1, 566.1, 590.1, 664.2, 800.2, 807.2, 1039.2, 1151.1, 1211.1, 1244.1, 1413.1, 1517.1, 1646.2, 1646.2, 1694.2]]"
Vinnie Jones,"[8.798999999999998, 13, [0.262, 1.019, 0.868, 1.01, 0.011, 1.165, 0.858, 0.581, 0.677, 0.581, 0.108, 0.817, 0.842], [30.2, 186.1, 513.2, 579.2, 1020.1, 1075.1, 1285.1, 1506.2, 1527.2, 1717.2, 1854.1, 1882.1, 2025.2]]"
Steve Sedgley,"[10.282, 13, [0.977, 0.238, 0.186, 1.298, 0.67, 0.343, 0.816, 1.288, 0.67, 1.392, 0.692, 0.955, 0.757], [31.1, 412.2, 454.2, 493.1, 548.1, 548.1, 783.2, 825.2, 888.1, 994.1, 1058.1, 1123.1, 1158.2]]"
Andy Impey,"[8.088, 12, [0.964, 0.757, 0.004, 1.197, 0.498, 0.964, 0.385, 0.771, 0.406, 1.377, 0.058, 0.707], [42.2, 410.2, 590.1, 826.2, 826.2, 1018.2, 1154.2, 1312.1, 1456.1, 1560.1, 1724.1, 3014.2]]"
Mark Atkins,"[7.758999999999999, 12, [0.4, 1.078, 0.763, 0.1, 0.014, 0.692, 0.853, 1.079, 0.692, 0.681, 0.964, 0.443], [46.2, 66.1, 361.1, 377.2, 399.2, 479.1, 1025.1, 1109.2, 1113.1, 1141.2, 1224.1, 1230.1]]"
Garry Parker,"[14.524000000000001, 19, [0.673, 0.108, 0.816, 0.01, 0.947, 0.93, 0.86, 0.771, 1.252, 0.693, 0.757, 0.716, 1.002, 0.255, 0.906, 0.808, 1.079, 0.917, 1.024], [52.2, 52.2, 85.2, 88.1, 178.1, 215.2, 247.2, 260.1, 423.1, 654.2, 785.2, 1075.2, 1308.1, 1384.2, 1886.2, 1995.1, 2356.2, 2390.1, 2480.1]]"
John Wark,"[8.914, 13, [0.817, 0.897, 0.007, 0.463, 0.113, 0.809, 0.816, 1.192, 0.692, 0.817, 0.797, 1.491, 0.003], [54.1, 57.2, 91.2, 113.1, 113.1, 398.1, 624.2, 624.2, 682.1, 989.1, 1032.1, 1188.1, 1202.2]]"
Ian Olney,"[9.084000000000001, 13, [0.18, 0.977, 0.816, 0.747, 0.693, 1.862, 0.653, 0.113, 0.406, 0.964, 0.254, 1.022, 0.397], [58.1, 58.1, 78.2, 139.1, 193.2, 216.1, 370.2, 386.1, 386.1, 447.1, 447.1, 457.1, 499.1]]"
