year,match_num,home_away,1_scorer,2_scorer,3_scorer,4_scorer,5_scorer,6_scorer,7_scorer,8_scorer,9_scorer,10_scorer
1996,1,home,"[['27'], 'John Hartson']","[['40'], 'Dennis Bergkamp']"
1996,1,away
1996,2,home
1996,2,away,"[['33', '67'], 'Chris Armstrong']"
1996,3,home
1996,3,away,"[['13', '36', '47'], 'Kevin Campbell']"
1996,4,home,"[['77', '88'], 'Dean Sturridge']","[['78'], 'Paul Simpson']"
1996,4,away,"[['19'], '!Jacob Laursen']","[['72'], 'Ian Harte']","[['85'], 'Lee Bowyer']"
1996,5,home,"[['29'], 'David Unsworth']","[['40'], 'Gary Speed']"
1996,5,away
1996,6,home,"[['26', '36', '81'], 'Fabrizio Ravanelli']"
1996,6,away,"[['04'], 'Stig Inge Bjornebye']","[['29'], 'John Barnes']","[['65'], 'Robbie Fowler']"
1996,7,home,"[['56'], 'Ritchie Humphreys']","[['84'], 'Guy Whittingham']"
1996,7,away,"[['88'], 'Tommy Johnson']"
1996,8,home
1996,8,away
1996,9,home
1996,9,away,"[['25'], 'Eric Cantona']","[['58'], 'Denis Irwin']","[['90'], 'David Beckham']"
1996,10,home
1996,10,away
1996,11,home,"[['68', '74'], 'Steve McManaman']"
1996,11,away
1996,12,home
1996,12,away,"[['14'], 'Ritchie Humphreys']","[['90'], 'Andy Booth']"
1996,13,home,"[['64'], 'Gareth Southgate']"
1996,13,away
1996,14,home,"[['86'], 'Roberto Di Matteo']"
1996,14,away
1996,15,home,"[['06', '42'], 'Emile Heskey']"
1996,15,away,"[['68'], 'Matthew Le Tissier']"
1996,16,home,"[['70'], 'Jordi Cruijff']","[['82'], '!David Unsworth']"
1996,16,away,"[['35', '41'], 'Duncan Ferguson']"
1996,17,home,"[['03'], 'David Batty']","[['88'], 'Alan Shearer']"
1996,17,away
1996,18,home,"[['27'], 'Alf Inge Haaland']"
1996,18,away,"[['08'], 'Michael Gray']","[['17', '31'], 'Niall Quinn']","[['43'], 'Richard Ord']"
1996,19,home,"[['34'], 'Teddy Sheringham']"
1996,19,away,"[['90'], 'Christian Dailly']"
1996,20,home,"[['74'], 'Marc Rieper']"
1996,20,away,"[['12'], 'Gary McAllister']"
1996,21,home,"[['19'], 'Julian Joachim']","[['47'], 'Tommy Johnson']"
1996,21,away
1996,22,home,"[['29'], 'Frank Leboeuf']","[['74'], 'Gianluca Vialli']"
1996,22,away
1996,23,home
1996,23,away,"[['27'], 'Dennis Bergkamp']","[['90'], 'Ian Wright']"
1996,24,home
1996,24,away
1996,25,home,"[['13'], 'Alan Shearer']"
1996,25,away,"[['15'], 'Peter Atherton']","[['80'], 'Guy Whittingham']"
1996,26,home,"[['68'], 'Stuart Pearce']"
1996,26,away,"[['49'], 'Juninho Paulista']"
1996,27,home
1996,27,away
1996,28,home,"[['73'], 'Michael Hughes']","[['81'], 'Julian Dicks']"
1996,28,away,"[['19'], 'Neil Heaney']"
1996,29,home,"[['39'], 'Jordi Cruijff']","[['70'], 'Ole Gunnar Solskjaer']"
1996,29,away,"[['34'], 'Paul Warhurst']","[['51'], 'Lars Bohinen']"
1996,30,home,"[['58'], 'Lee Sharpe']"
1996,30,away
1996,31,home,"[['25'], 'Ritchie Humphreys']","[['51'], 'Andy Booth']"
1996,31,away,"[['28'], 'Steve Claridge']"
1996,32,home,"[['44'], 'Paul Merson']","[['64'], 'Martin Keown']","[['77'], 'Ian Wright']"
1996,32,away,"[['06'], 'Frank Leboeuf']","[['30'], 'Gianluca Vialli']","[['90'], 'Dennis Wise']"
1996,33,home
1996,33,away,"[['40'], 'Ian Harte']"
1996,34,home
1996,34,away,"[['68'], 'Phil Babb']"
1996,35,home,"[['25'], 'Jacob Laursen']"
1996,35,away,"[['38'], 'David Beckham']"
1996,36,home
1996,36,away,"[['62'], 'Ugo Ehiogu']"
